Location,Sample,CaO,Na2O,MgO,Ce2O3,MnO,FeO,SrO,P2O5,SiO2,F,Cl,SO3,O=F,O=Cl,Total (anhydrous),Ca apfu,Na apfu,Mg apfu,Ce apfu,Mn apfu,Fe apfu,Sr apfu,Sum,P apfu,Si apfu,S apfu,Sum,F apfu,Cl apfu,est OH apfu,T
Pulang,col,54.637,0.088,0,,0.02,0,,40.688,0.192,2.647,0.349,0.094,1.115,0.079,97.52,10.158,0.03,0,0,0.003,0,0,10.19,5.977,0.033,0.012,6.011,1.453,0.103,0.445,976.8128122
Pulang,col,54.697,0.031,0.009,,0.025,0,,42.672,0.188,2.672,0.415,0.147,1.125,0.094,99.64,9.877,0.01,0.002,0,0.004,0,0,9.893,6.089,0.032,0.019,6.12,1.424,0.119,0.457,976.8128122
Pulang,col,54.772,0.068,0.007,,0.034,0,,40.374,0.158,2.916,0.103,0.147,1.228,0.023,97.33,10.2,0.023,0.002,0,0.005,0,0,10.23,5.941,0.027,0.019,5.969,1.603,0.03,0.367,976.8128122
Pulang,col,54.88,0.042,0,,0.06,0,,42.05,0.214,3.229,0.043,0.168,1.36,0.01,99.32,9.937,0.014,0,0,0.009,0,0,9.96,6.017,0.036,0.021,6.053,1.726,0.012,0.262,976.8128122
Pulang,col,53.86,0.033,0.004,,0.018,0.007,,41.795,0.333,2.863,0.056,0.407,1.205,0.013,98.16,9.846,0.011,0.001,0,0.003,0.001,0,9.861,6.037,0.057,0.052,6.094,1.545,0.016,0.439,976.8128122
Pulang,col,54.938,0.076,0.005,,0,0.045,,42.149,0.156,2.629,0.187,0.178,1.107,0.042,99.21,9.988,0.025,0.001,0,0,0.006,0,10.021,6.055,0.026,0.023,6.082,1.411,0.054,0.535,976.8128122
Pulang,col,54.669,0.018,0.009,,0,0.026,,43.2,0.178,2.667,0.079,0.171,1.123,0.018,99.88,9.82,0.006,0.002,0,0,0.004,0,9.831,6.132,0.03,0.022,6.161,1.414,0.022,0.564,976.8128122
Pulang,col,54.865,0.088,0.009,,0,0.039,,41.521,0.31,2.633,0.187,0.439,1.109,0.042,98.94,10.007,0.029,0.002,0,0,0.006,0,10.044,5.984,0.053,0.056,6.037,1.417,0.054,0.529,976.8128122
Pulang,col,54.661,0.061,0.009,,0.007,0.01,,42.39,0.313,2.9,0.201,0.177,1.221,0.045,99.46,9.878,0.02,0.002,0,0.001,0.001,0,9.902,6.053,0.053,0.022,6.106,1.547,0.057,0.396,976.8128122
Pulang,col,54.486,0.068,0.015,,0.018,0,,41.793,0.149,2.86,0.219,0.178,1.204,0.049,98.53,9.963,0.023,0.004,0,0.003,0,0,9.992,6.039,0.025,0.023,6.064,1.544,0.063,0.393,976.8128122
Pulang,col,54.494,0.09,0.017,,0.011,0.012,,42.538,0.162,2.884,0.272,0.173,1.214,0.061,99.38,9.854,0.029,0.004,0,0.002,0.002,0,9.891,6.078,0.027,0.022,6.105,1.539,0.078,0.383,976.8128122
Pulang,col,54.721,0.054,0.001,,0.015,0.021,,42.159,0.331,2.932,0.204,0.224,1.235,0.046,99.38,9.904,0.018,0,0,0.002,0.003,0,9.927,6.029,0.056,0.028,6.085,1.566,0.058,0.375,976.8128122
Pulang,col,54.555,0.017,0.016,,0.042,0.002,,42.212,0.142,2.793,0.237,0.148,1.176,0.053,98.93,9.926,0.006,0.004,0,0.006,0,0,9.942,6.069,0.024,0.019,6.093,1.5,0.068,0.432,976.8128122
Pulang,col,54.088,0.081,0.007,,0.042,0,,43.048,0.2,2.674,0.47,0.197,1.126,0.106,99.58,9.742,0.026,0.002,0,0.006,0,0,9.776,6.127,0.034,0.025,6.161,1.422,0.134,0.444,976.8128122
Pulang,col,54.075,0,0.011,,0.004,0.019,,42.535,0.33,2.927,0.196,0.109,1.232,0.044,98.93,9.801,0,0.003,0,0.001,0.003,0,9.807,6.092,0.056,0.014,6.148,1.566,0.056,0.378,976.8128122
Pulang,col,54.379,0.082,0.015,,0.027,0.081,,41.823,0.175,3.047,0.299,0.176,1.283,0.067,98.75,9.914,0.027,0.004,0,0.004,0.012,0,9.96,6.025,0.03,0.022,6.055,1.64,0.086,0.274,976.8128122
duoxiasongduo,col,53.331,0.177,,,0.078,0.051,,40.053,0.706,1.974,0.253,0.537,0.831,0.057,96.27,10.028,0.06,0,0,0.012,0.007,0,10.107,5.951,0.124,0.071,6.075,1.096,0.075,0.829,981.7560081
duoxiasongduo,col,53.151,0.096,,,0.019,0.031,,40.078,0.894,2.754,0.276,0.253,1.16,0.062,96.33,9.947,0.033,0,0,0.003,0.005,0,9.987,5.927,0.156,0.033,6.083,1.521,0.082,0.397,981.7560081
duoxiasongduo,col,53.306,0.098,,,,0.031,,40.719,0.55,2.185,0.299,0.332,0.92,0.067,96.53,9.968,0.033,0,0,0,0.005,0,10.005,6.017,0.096,0.043,6.113,1.206,0.088,0.706,981.7560081
duoxiasongduo,col,53.615,0.107,,,0.049,0.118,,40.443,0.444,2.299,0.32,0.38,0.968,0.072,96.73,10.028,0.036,0,0,0.007,0.017,0,10.089,5.977,0.078,0.05,6.055,1.269,0.095,0.636,981.7560081
duoxiasongduo,col,53.366,0.282,,,0.095,0.1,,40.698,0.319,2.196,0.285,0.805,0.925,0.064,97.16,9.916,0.095,0,0,0.014,0.015,0,10.039,5.976,0.055,0.105,6.031,1.204,0.084,0.712,981.7560081
duoxiasongduo,col,54.055,0.108,,,0.051,0.031,,40.655,0.474,2.4,0.37,0.221,1.011,0.083,97.27,10.059,0.036,0,0,0.008,0.005,0,10.108,5.978,0.082,0.029,6.061,1.318,0.109,0.573,981.7560081
duoxiasongduo,col,53.94,0.186,,,,0.016,,40.758,0.686,2.323,0.174,0.172,0.978,0.039,97.24,10.028,0.063,0,0,0,0.002,0,10.093,5.988,0.119,0.022,6.107,1.275,0.051,0.674,981.7560081
duoxiasongduo,col,54.052,0.124,,,,0.036,,41.078,0.525,2.251,0.291,0.284,0.948,0.066,97.63,10.005,0.042,0,0,0,0.005,0,10.051,6.008,0.091,0.037,6.099,1.23,0.085,0.685,981.7560081
duoxiasongduo,col,53.924,0.121,,,,0,,41.832,0.508,1.777,0.208,0.2,0.748,0.047,97.77,9.956,0.04,0,0,0,0,0,9.996,6.103,0.088,0.026,6.19,0.968,0.061,0.971,981.7560081
duoxiasongduo,col,53.964,0.155,,,,0.039,,40.991,0.672,2.467,0.322,0.338,1.039,0.073,97.84,9.953,0.052,0,0,0,0.006,0,10.01,5.974,0.116,0.044,6.09,1.343,0.094,0.563,981.7560081
duoxiasongduo,col,53.774,0.409,,,,0.094,,40.475,0.377,2.828,0.283,0.995,1.191,0.064,97.98,9.89,0.136,0,0,0,0.013,0,10.04,5.882,0.065,0.128,5.947,1.535,0.082,0.382,981.7560081
duoxiasongduo,col,53.762,0.087,,,,0.124,,40.783,0.946,3.005,0.272,0.342,1.265,0.061,97.99,9.869,0.029,0,0,0,0.018,0,9.916,5.916,0.162,0.044,6.078,1.628,0.079,0.293,981.7560081
duoxiasongduo,col,54.2,0.074,,,,0.013,,40.615,0.836,3.046,0.177,0.446,1.283,0.04,98.08,9.949,0.025,0,0,0,0.002,0,9.975,5.891,0.143,0.057,6.034,1.65,0.051,0.298,981.7560081
duoxiasongduo,col,54.99,0.153,,,,0.04,,40.334,0.802,2.01,0.191,0.806,0.846,0.043,98.44,10.129,0.051,0,0,0,0.006,0,10.186,5.871,0.138,0.104,6.009,1.093,0.056,0.852,981.7560081
duoxiasongduo,col,54.452,0.205,,,,0.094,,42.207,0.372,2.056,0.203,0.484,0.866,0.046,99.16,9.901,0.067,0,0,0,0.013,0,9.981,6.064,0.063,0.062,6.127,1.103,0.058,0.838,981.7560081
duoxiasongduo,col,51.996,0.232,,,0.07,0.041,,39.359,1.218,2.964,0.261,0.627,1.248,0.059,95.46,9.781,0.079,0,0,0.01,0.006,0,9.876,5.85,0.214,0.083,6.064,1.646,0.078,0.277,981.7560081
duoxiasongduo,col,54.178,0.076,0.001,,0.072,0.114,,42.024,0.451,2.181,0.118,0.195,0.918,0.027,98.47,9.922,0.025,0,0,0.01,0.016,0,9.974,6.081,0.077,0.025,6.158,1.179,0.034,0.787,981.7560081
duoxiasongduo,col,53.281,0.12,0.002,,0.056,0.077,,40.932,0.519,2.486,0.142,0.215,1.047,0.032,96.75,9.926,0.04,0.001,0,0.008,0.011,0,9.987,6.026,0.09,0.028,6.116,1.367,0.042,0.591,981.7560081
duoxiasongduo,col,53.858,0.163,0.012,,0.046,0.106,,41.045,0.598,1.959,0.112,0.642,0.825,0.025,97.69,9.955,0.055,0.003,0,0.007,0.015,0,10.034,5.995,0.103,0.083,6.098,1.069,0.033,0.899,981.7560081
duoxiasongduo,col,53.299,0.292,0.019,,0.14,0.236,,40.829,0.62,2.413,0.154,1.106,1.016,0.035,98.06,9.779,0.097,0.005,0,0.02,0.034,0,9.935,5.92,0.106,0.142,6.026,1.307,0.045,0.649,981.7560081
duoxiasongduo,col,54.864,0.066,0.019,,0.086,0.186,,42.233,0.16,1.964,0.05,0.039,0.827,0.011,98.83,10.052,0.022,0.005,0,0.012,0.027,0,10.117,6.114,0.027,0.005,6.142,1.062,0.014,0.923,981.7560081
duoxiasongduo,col,54.135,0.142,0.118,,0.093,0.394,,41.865,0.771,1.814,0.075,0.402,0.764,0.017,99.03,9.875,0.047,0.03,0,0.013,0.056,0,10.021,6.035,0.131,0.051,6.166,0.977,0.022,1.002,981.7560081
duoxiasongduo,col,54.601,0.124,0.008,,0.11,0.202,,42.015,0.401,1.945,0.094,0.175,0.819,0.021,98.83,9.995,0.041,0.002,0,0.016,0.029,0,10.083,6.078,0.069,0.022,6.146,1.051,0.027,0.922,981.7560081
duoxiasongduo,col,54.597,0.077,0.018,,0.121,0.236,,41.935,0.386,2.139,0.071,0.105,0.901,0.016,98.77,9.999,0.026,0.005,0,0.018,0.034,0,10.08,6.069,0.066,0.013,6.135,1.156,0.021,0.823,981.7560081
duoxiasongduo,col,53.983,0.175,0.021,,0.115,0.335,,41.762,0.4,1.754,0.084,0.565,0.739,0.019,98.44,9.911,0.058,0.005,0,0.017,0.048,0,10.039,6.059,0.069,0.073,6.127,0.951,0.024,1.025,981.7560081
duoxiasongduo,col,55.287,0.131,0.012,,0.094,0.178,,42.913,0.424,1.332,0.053,0.27,0.561,0.012,100.12,9.998,0.043,0.003,0,0.013,0.025,0,10.082,6.132,0.072,0.034,6.204,0.711,0.015,1.274,981.7560081
duoxiasongduo,col,54.562,0.135,0.022,,0.103,0.265,,41.943,0.417,1.976,0.069,0.224,0.832,0.016,98.87,9.985,0.045,0.006,0,0.015,0.038,0,10.088,6.065,0.071,0.029,6.136,1.067,0.02,0.913,981.7560081
duoxiasongduo,col,54.371,0.207,0.018,,0.091,0.169,,41.432,0.572,1.846,0.108,0.698,0.777,0.024,98.71,9.957,0.069,0.005,0,0.013,0.024,0,10.067,5.995,0.098,0.09,6.093,0.998,0.031,0.971,981.7560081
duoxiasongduo,col,54.326,0.109,0.02,,0.172,0.179,,42.204,0.483,1.979,0.122,0.218,0.833,0.028,98.95,9.914,0.036,0.005,0,0.025,0.025,0,10.005,6.086,0.082,0.028,6.168,1.066,0.035,0.899,981.7560081
duoxiasongduo,col,54.41,0.062,0.023,,0.116,0.216,,40.89,0.612,2.131,0.098,0.28,0.897,0.022,97.92,10.07,0.021,0.006,0,0.017,0.031,0,10.144,5.98,0.106,0.036,6.085,1.164,0.029,0.807,981.7560081
duoxiasongduo,col,54.528,0.076,0.013,,0.091,0.221,,42.208,0.443,1.883,0.081,0.193,0.793,0.018,98.93,9.962,0.025,0.003,0,0.013,0.032,0,10.035,6.093,0.076,0.025,6.169,1.015,0.023,0.961,981.7560081
duoxiasongduo,col,54.739,0.066,0.062,,0.116,0.385,,41.492,0.329,2.009,0.069,0.16,0.846,0.016,98.57,10.078,0.022,0.016,0,0.017,0.055,0,10.189,6.037,0.057,0.021,6.093,1.092,0.02,0.888,981.7560081
duoxiasongduo,col,52.715,0.098,0.006,,0.114,0.084,,40.279,0.848,2.005,0.226,0.274,0.844,0.051,95.75,9.944,0.033,0.002,0,0.017,0.012,0,10.008,6.004,0.149,0.036,6.153,1.116,0.067,0.816,981.7560081
duoxiasongduo,col,53.797,0.117,0.002,,0.107,0.05,,41.346,0.726,1.919,0.243,0.334,0.808,0.055,97.78,9.935,0.039,0.001,0,0.016,0.007,0,9.997,6.034,0.125,0.043,6.159,1.046,0.071,0.883,981.7560081
duoxiasongduo,col,54.19,0.113,0.015,,0.077,0.084,,41.877,0.414,2.258,0.28,0.186,0.951,0.063,98.48,9.93,0.037,0.004,0,0.011,0.012,0,9.995,6.064,0.071,0.024,6.135,1.221,0.081,0.698,981.7560081
duoxiasongduo,col,54.154,0.12,0.01,,0.1,0.055,,41.866,0.386,1.996,0.251,0.207,0.84,0.057,98.25,9.957,0.04,0.003,0,0.015,0.008,0,10.022,6.083,0.066,0.027,6.149,1.083,0.073,0.844,981.7560081
duoxiasongduo,col,54.018,0.157,0.022,,0.076,0.021,,41.695,0.345,2.351,0.211,0.195,0.99,0.048,98.05,9.938,0.052,0.006,0,0.011,0.003,0,10.01,6.061,0.059,0.025,6.121,1.277,0.061,0.662,981.7560081
duoxiasongduo,col,54.141,0.128,0,,0.077,0.069,,41.498,0.341,2.044,0.238,0.209,0.861,0.054,97.83,10.01,0.043,0,0,0.011,0.01,0,10.074,6.063,0.059,0.027,6.121,1.115,0.07,0.815,981.7560081
duoxiasongduo,col,53.522,0.124,0.008,,0.094,0.064,,41.016,0.727,2.36,0.232,0.254,0.994,0.052,97.35,9.915,0.042,0.002,0,0.014,0.009,0,9.981,6.004,0.126,0.033,6.13,1.29,0.068,0.642,981.7560081
duoxiasongduo,col,53.622,0.037,0.011,,0.108,0.071,,41.053,0.8,2.062,0.225,0.258,0.868,0.051,97.33,9.946,0.012,0.003,0,0.016,0.01,0,9.988,6.017,0.139,0.034,6.156,1.129,0.066,0.805,981.7560081
duoxiasongduo,col,54.128,0.091,0.003,,0.091,0.075,,41.419,0.523,1.885,0.261,0.246,0.794,0.059,97.87,10.006,0.03,0.001,0,0.013,0.011,0,10.061,6.05,0.09,0.032,6.14,1.028,0.076,0.895,981.7560081
duoxiasongduo,col,53.759,0.237,0.012,,0.102,0.045,,41.386,0.345,2.44,0.171,0.767,1.027,0.039,98.2,9.853,0.079,0.003,0,0.015,0.006,0,9.956,5.994,0.059,0.098,6.053,1.32,0.05,0.63,981.7560081
duoxiasongduo,col,53.416,0.12,0.022,,0.118,0.114,,40.963,0.566,2.081,0.092,0.208,0.876,0.021,96.8,9.97,0.041,0.006,0,0.017,0.017,0,10.05,6.042,0.099,0.027,6.14,1.146,0.027,0.826,981.7560081
duoxiasongduo,col,54.26,0.044,0.012,,0.151,0.166,,41.275,0.594,2.058,0.079,0.196,0.867,0.018,97.95,10.025,0.015,0.003,0,0.022,0.024,0,10.089,6.026,0.102,0.025,6.128,1.122,0.023,0.855,981.7560081
duoxiasongduo,col,54.824,0.066,0.018,,0.108,0.212,,41.747,0.178,2.22,0.064,0.061,0.935,0.014,98.55,10.08,0.022,0.005,0,0.016,0.03,0,10.152,6.065,0.031,0.008,6.096,1.205,0.019,0.777,981.7560081
duoxiasongduo,col,54.009,0.033,0.023,,0.116,0.35,,43.132,0.246,2.256,0.065,0.181,0.95,0.015,99.45,9.761,0.011,0.006,0,0.017,0.049,0,9.843,6.16,0.041,0.023,6.201,1.203,0.019,0.778,981.7560081
duoxiasongduo,col,53.994,0.175,0,,0.102,0.238,,41.823,0.478,2.151,0.062,0.33,0.906,0.014,98.43,9.897,0.058,0,0,0.015,0.034,0,10.004,6.058,0.082,0.042,6.139,1.164,0.018,0.818,981.7560081
duoxiasongduo,col,54.109,0.109,0.012,,0.109,0.282,,41.774,0.417,2.194,0.087,0.378,0.924,0.02,98.53,9.912,0.036,0.003,0,0.016,0.04,0,10.007,6.047,0.071,0.049,6.118,1.186,0.025,0.789,981.7560081
duoxiasongduo,col,53.466,0.178,0.011,,0.135,0.166,,41.363,0.707,2.212,0.124,0.465,0.931,0.028,97.87,9.842,0.059,0.003,0,0.02,0.024,0,9.947,6.016,0.121,0.06,6.138,1.202,0.036,0.762,981.7560081
duoxiasongduo,col,54.089,0.157,0.027,,0.083,0.184,,41.318,0.515,2.249,0.085,0.562,0.947,0.019,98.3,9.93,0.052,0.007,0,0.012,0.026,0,10.027,5.994,0.088,0.072,6.082,1.219,0.025,0.757,981.7560081
duoxiasongduo,col,54.071,0.113,0.008,,0.124,0.193,,42.165,0.367,2.187,0.1,0.169,0.921,0.023,98.55,9.895,0.037,0.002,0,0.018,0.028,0,9.98,6.097,0.063,0.022,6.16,1.181,0.029,0.79,981.7560081
duoxiasongduo,col,53.648,0.215,0.009,,0.093,0.429,,40.481,0.732,2.067,0.197,1.08,0.87,0.044,98.04,9.887,0.072,0.002,0,0.014,0.062,0,10.037,5.895,0.126,0.139,6.021,1.124,0.057,0.818,981.7560081
duoxiasongduo,col,54.206,0.138,0.02,,0.125,0.26,,41.757,0.461,2.481,0.128,0.77,1.045,0.029,99.27,9.829,0.045,0.005,0,0.018,0.037,0,9.934,5.983,0.078,0.098,6.061,1.328,0.037,0.635,981.7560081
duoxiasongduo,col,53.754,0.181,0.01,,0.119,0.308,,41.17,0.722,2.159,0.139,0.923,0.909,0.031,98.54,9.83,0.06,0.003,0,0.017,0.044,0,9.953,5.949,0.123,0.118,6.072,1.165,0.04,0.794,981.7560081
duoxiasongduo,col,53.793,0.239,0.015,,0.151,0.432,,41.399,0.557,1.83,0.157,0.872,0.771,0.035,98.64,9.852,0.079,0.004,0,0.022,0.062,0,10.018,5.991,0.095,0.112,6.086,0.989,0.045,0.965,981.7560081
duoxiasongduo,col,54.343,0.065,0.005,,0.131,0.117,,42.82,0.409,2.058,0.088,0.391,0.867,0.02,99.54,9.82,0.021,0.001,0,0.019,0.017,0,9.877,6.114,0.069,0.049,6.183,1.098,0.025,0.877,981.7560081
duoxiasongduo,col,54.419,0.141,0.019,,0.102,0.094,,42.213,0.413,1.874,0.114,0.709,0.789,0.026,99.28,9.878,0.046,0.005,0,0.015,0.013,0,9.957,6.055,0.07,0.09,6.125,1.004,0.033,0.963,981.7560081
duoxiasongduo,col,54.976,0.091,0.009,,0.148,0.169,,42.442,0.168,1.973,0.108,0.063,0.831,0.024,99.29,10.023,0.03,0.002,0,0.021,0.024,0,10.101,6.115,0.029,0.008,6.143,1.062,0.031,0.907,981.7560081
duoxiasongduo,col,53.724,0.265,0.026,,0.111,0.395,,41.323,0.855,2.075,0.126,1.29,0.874,0.028,99.29,9.734,0.087,0.007,0,0.016,0.056,0,9.899,5.916,0.145,0.164,6.061,1.11,0.036,0.854,981.7560081
duoxiasongduo,col,53.914,0.102,0.166,,0.14,0.266,,42.149,0.946,2.059,0.11,0.722,0.867,0.025,99.68,9.719,0.033,0.042,0,0.02,0.037,0,9.851,6.004,0.159,0.091,6.163,1.096,0.031,0.873,981.7560081
duoxiasongduo,col,54.627,0.084,0.009,,0.115,0.393,,42.797,0.314,2.12,0.105,0.365,0.893,0.024,100.01,9.848,0.027,0.002,0,0.016,0.055,0,9.949,6.097,0.053,0.046,6.149,1.128,0.03,0.842,981.7560081
duoxiasongduo,col,53.92,0.157,0.008,,0.124,0.158,,41.173,0.6,2.298,0.175,0.756,0.968,0.039,98.36,9.882,0.052,0.002,0,0.018,0.023,0,9.976,5.963,0.103,0.097,6.065,1.243,0.051,0.706,981.7560081
duoxiasongduo,col,53.984,0.21,0.006,,0.128,0.111,,41.937,0.557,1.968,0.159,0.844,0.829,0.036,99.04,9.811,0.069,0.002,0,0.018,0.016,0,9.916,6.023,0.094,0.107,6.117,1.056,0.046,0.899,981.7560081
duoxiasongduo,col,53.85,0.04,0.019,,0.132,0.192,,41.141,0.548,1.805,0.156,0.212,0.76,0.035,97.3,10.022,0.013,0.005,0,0.019,0.028,0,10.088,6.051,0.095,0.028,6.146,0.992,0.046,0.963,981.7560081
duoxiasongduo,col,54.233,0.073,0.021,,0.104,0.256,,42.393,0.558,2.049,0.184,0.242,0.863,0.042,99.21,9.855,0.024,0.005,0,0.015,0.036,0,9.936,6.087,0.095,0.031,6.182,1.099,0.053,0.848,981.7560081
duoxiasongduo,col,54.175,0.186,0.021,,0.11,0.224,,42.22,0.335,1.78,0.142,0.513,0.749,0.032,98.92,9.886,0.061,0.005,0,0.016,0.032,0,10,6.088,0.057,0.066,6.145,0.959,0.041,1,981.7560081
duoxiasongduo,col,54.289,0.106,0.006,,0.109,0.229,,41.916,0.339,1.821,0.155,0.482,0.767,0.035,98.65,9.946,0.035,0.002,0,0.016,0.033,0,10.031,6.068,0.058,0.062,6.126,0.985,0.045,0.97,981.7560081
duoxiasongduo,col,53.696,0.078,0.021,,0.093,0.323,,42.152,0.434,1.903,0.172,0.325,0.801,0.039,98.36,9.843,0.026,0.005,0,0.013,0.046,0,9.934,6.106,0.074,0.042,6.18,1.03,0.05,0.92,981.7560081
duoxiasongduo,col,53.753,0.096,0.013,,0.129,0.25,,41.277,0.688,1.888,0.129,0.3,0.795,0.029,97.7,9.947,0.032,0.003,0,0.019,0.036,0,10.038,6.036,0.119,0.039,6.155,1.031,0.038,0.931,981.7560081
duoxiasongduo,col,54.334,0.097,0.025,,0.087,0.207,,41.866,0.614,1.807,0.129,0.694,0.761,0.029,99.07,9.895,0.032,0.006,0,0.013,0.029,0,9.975,6.025,0.104,0.089,6.129,0.971,0.037,0.992,981.7560081
duoxiasongduo,col,52.654,0.296,0.015,,0.094,0.354,,40.786,0.594,2.217,0.088,0.8,0.933,0.02,96.94,9.779,0.099,0.004,0,0.014,0.051,0,9.947,5.985,0.103,0.104,6.088,1.215,0.026,0.759,981.7560081
duoxiasongduo,col,53.317,0.218,0.023,,0.088,0.267,,41.143,0.648,2.262,0.147,0.823,0.952,0.033,97.95,9.797,0.072,0.006,0,0.013,0.038,0,9.927,5.974,0.111,0.106,6.085,1.227,0.043,0.73,981.7560081
duoxiasongduo,col,53.228,0.158,0.012,,0.112,0.227,,40.813,0.822,2.561,0.109,0.582,1.078,0.025,97.52,9.822,0.053,0.003,0,0.016,0.033,0,9.927,5.951,0.142,0.075,6.093,1.395,0.032,0.573,981.7560081
duoxiasongduo,col,52.955,0.124,0.004,,0.097,0.247,,40.517,0.643,2.521,0.206,0.614,1.061,0.046,96.82,9.852,0.042,0.001,0,0.014,0.036,0,9.945,5.956,0.112,0.08,6.068,1.384,0.061,0.555,981.7560081
duoxiasongduo,col,53.802,0.23,0.028,,0.116,0.225,,40.435,0.673,2.218,0.163,0.478,0.934,0.037,97.4,10.002,0.077,0.007,0,0.017,0.033,0,10.136,5.94,0.117,0.062,6.057,1.217,0.048,0.735,981.7560081
duoxiasongduo,col,53.519,0.173,0.039,,0.077,0.311,,41.066,0.726,2.701,0.072,0.527,1.137,0.016,98.06,9.822,0.057,0.01,0,0.011,0.045,0,9.946,5.956,0.124,0.068,6.08,1.463,0.021,0.516,981.7560081
duoxiasongduo,col,53.223,0.073,0.009,,0.17,0.073,,41.114,0.573,2.789,0.168,0.48,1.174,0.038,97.46,9.811,0.024,0.002,0,0.025,0.011,0,9.873,5.989,0.099,0.062,6.088,1.518,0.049,0.433,981.7560081
duoxiasongduo,col,54.38,0.124,0.023,,0.142,0.126,,42.166,0.233,1.692,0.079,0.389,0.712,0.018,98.62,9.968,0.041,0.006,0,0.021,0.018,0,10.053,6.107,0.04,0.05,6.147,0.915,0.023,1.062,981.7560081
duoxiasongduo,col,54.05,0.156,0.009,,0.127,0.124,,40.817,0.654,1.595,0.168,0.98,0.672,0.038,97.97,9.981,0.052,0.002,0,0.019,0.018,0,10.072,5.956,0.113,0.127,6.069,0.869,0.049,1.082,981.7560081
duoxiasongduo,col,54.031,0.149,0.007,,0.102,0.062,,42.274,0.513,1.925,0.143,0.5,0.811,0.032,98.86,9.839,0.049,0.002,0,0.015,0.009,0,9.913,6.083,0.087,0.064,6.17,1.035,0.041,0.924,981.7560081
duoxiasongduo,col,53.896,0.113,0.011,,0.127,0.083,,40.262,0.628,1.952,0.203,0.585,0.822,0.046,96.99,10.07,0.038,0.003,0,0.019,0.012,0,10.142,5.944,0.11,0.077,6.054,1.076,0.06,0.864,981.7560081
duoxiasongduo,col,53.783,0.08,0.003,,0.143,0.07,,41.259,0.85,1.852,0.233,0.352,0.78,0.053,97.79,9.933,0.027,0.001,0,0.021,0.01,0,9.992,6.021,0.147,0.046,6.168,1.01,0.068,0.922,981.7560081
duoxiasongduo,col,53.976,0.23,0.013,,0.144,0.099,,40.978,0.516,1.764,0.205,0.891,0.743,0.046,98.03,9.957,0.077,0.003,0,0.021,0.014,0,10.072,5.973,0.089,0.115,6.062,0.96,0.06,0.98,981.7560081
duoxiasongduo,col,53.713,0.099,0.004,,0.144,0.044,,41.627,0.658,2.441,0.177,0.397,1.028,0.04,98.24,9.835,0.033,0.001,0,0.021,0.006,0,9.896,6.023,0.112,0.051,6.135,1.319,0.051,0.629,981.7560081
duoxiasongduo,col,54.203,0.138,0.016,,0.171,0.102,,41.994,0.438,2.222,0.154,0.212,0.936,0.035,98.68,9.911,0.046,0.004,0,0.025,0.015,0,10,6.068,0.075,0.027,6.143,1.199,0.045,0.756,981.7560081
duoxiasongduo,col,53.136,0.152,0.017,,0.159,0.089,,40.929,0.83,2.279,0.159,0.296,0.96,0.036,97.05,9.868,0.051,0.004,0,0.023,0.013,0,9.959,6.006,0.144,0.039,6.15,1.249,0.047,0.704,981.7560081
duoxiasongduo,col,54.348,0.102,0.009,,0.138,0.076,,41.699,0.517,1.835,0.164,0.23,0.773,0.037,98.31,10.002,0.034,0.002,0,0.02,0.011,0,10.069,6.064,0.089,0.03,6.153,0.997,0.048,0.956,981.7560081
duoxiasongduo,col,54.809,0.243,0.018,,0.193,0.066,,42.268,0.433,2.184,0.184,0.827,0.92,0.042,100.26,9.85,0.079,0.005,0,0.027,0.009,0,9.97,6.002,0.073,0.104,6.075,1.158,0.052,0.789,981.7560081
duoxiasongduo,col,54.096,0.091,0.045,,0.191,0.137,,42.008,0.436,1.999,0.166,0.207,0.842,0.037,98.5,9.918,0.03,0.011,0,0.028,0.02,0,10.007,6.086,0.075,0.027,6.16,1.082,0.048,0.87,981.7560081
duoxiasongduo,col,54.469,0.134,0.011,,0.116,0.075,,40.861,0.501,1.927,0.238,0.62,0.811,0.054,98.09,10.062,0.045,0.003,0,0.017,0.011,0,10.137,5.965,0.086,0.08,6.051,1.051,0.07,0.88,981.7560081
duoxiasongduo,col,54.243,0.182,0.008,,0.11,0.113,,40.949,0.682,1.815,0.158,0.856,0.764,0.036,98.32,9.977,0.061,0.002,0,0.016,0.016,0,10.071,5.951,0.117,0.11,6.068,0.985,0.046,0.969,981.7560081
duoxiasongduo,col,53.881,0.203,0.005,,0.126,0.093,,40.644,0.693,1.849,0.153,0.797,0.779,0.035,97.63,9.981,0.068,0.001,0,0.018,0.013,0,10.082,5.949,0.12,0.103,6.069,1.011,0.045,0.944,981.7560081
duoxiasongduo,col,54.3,0.098,0.003,,0.16,0.098,,41.948,0.385,2.164,0.157,0.201,0.911,0.035,98.57,9.948,0.032,0.001,0,0.023,0.014,0,10.018,6.072,0.066,0.026,6.138,1.17,0.046,0.784,981.7560081
duoxiasongduo,col,53.53,0.094,0.006,,0.127,0.076,,41.413,0.462,2.272,0.165,0.21,0.957,0.037,97.36,9.914,0.032,0.002,0,0.019,0.011,0,9.977,6.061,0.08,0.027,6.141,1.242,0.048,0.71,981.7560081
